iter	RMSE
238	0.431298486
239	0.4312399903
240	0.4312162381
241	0.431177955
242	0.4311169619
243	0.4310325924
244	0.4309181686
245	0.4307574155
246	0.4306770224
247	0.4306290009
248	0.4305458777
249	0.4304039962
250	0.4303615728
251	0.4303357096
252	0.4302838717
253	0.4302116338
254	0.4301637479
255	0.4300893509
256	0.4300502797
257	0.4299929529
258	0.4299556035
259	0.4299009716
260	0.4298397015
261	0.4298224087
262	0.4298111798
263	0.4297415894
264	0.429657503
265	0.4296100603
266	0.4295630772
267	0.4294988805
268	0.4294456969
269	0.4294150539
270	0.4293717718
271	0.429348172
272	0.4293087013
273	0.4292711875
274	0.4291594088
275	0.4290853475
276	0.429005902
277	0.4289610208
278	0.4289135998
279	0.4288421033
280	0.4287938742
281	0.428780881
282	0.4287573926
283	0.428666946
284	0.4286246561
285	0.4286137732
286	0.4286033652
287	0.4285740041
288	0.4284721708
289	0.4284325234
290	0.4283178339
291	0.428247521
292	0.4281797269
293	0.4281043336
294	0.4280939075
295	0.4280132872
296	0.4279797125
297	0.4279390617
298	0.4279056526
299	0.4278577289
300	0.4278255674
301	0.4277661478
302	0.4277552291
303	0.4277129339
304	0.4276650745
305	0.4275815081
306	0.4275717505
307	0.4275219041
308	0.4274464722
309	0.427403397
310	0.4273941577
311	0.4273738114
312	0.4273495885
313	0.4273132801
314	0.4273033497
315	0.4272449406
316	0.4272179013
317	0.4271738287
318	0.4271296048
319	0.4271207428
320	0.4270901699
321	0.4269923825
322	0.4269299652
323	0.4268855069
324	0.4267973039
325	0.4267888452
326	0.4267807868
327	0.4267197634
328	0.426680494
329	0.4266072652
330	0.4265727647
331	0.4265316116
332	0.4264704173
333	0.4264046238
334	0.4263695178
335	0.4262814368
336	0.4261718543
337	0.4261050854
338	0.4260077591
339	0.4259402214
340	0.4258715354
341	0.4258185561
342	0.4257924524
343	0.4257841015
344	0.4257323558
345	0.4256974483
346	0.4256190653
347	0.4255314315
348	0.4254651535
349	0.4253859532
350	0.4253426356
351	0.4253024696
352	0.4252876862
353	0.4252278864
354	0.4252208686
355	0.4252134383
356	0.425194581
357	0.425124323
358	0.425064622
359	0.424981057
360	0.4249277486
361	0.4248820482
362	0.4248640827
363	0.4248245215
364	0.4247894703
365	0.4247496832
366	0.4247128228
367	0.4246844403
368	0.4246286338
369	0.4246198873
370	0.4245630768
371	0.4245007881
372	0.4244725708
373	0.4244423904
374	0.4244045499
375	0.4243656964
376	0.4243456066
377	0.4243010471
378	0.424252594
379	0.4242440331
380	0.4241804324
381	0.4241240763
382	0.4241003172
383	0.4240636418
384	0.4240355825
385	0.4239860913
386	0.4239079139
387	0.4238553717
388	0.4238305182
389	0.4237734946
390	0.423767359
391	0.4237332567
392	0.4237166971
393	0.4236664635
394	0.4236550314
395	0.4236460771
396	0.4235900496
397	0.4235200138
398	0.4234725734
399	0.4234600986
400	0.4233970793
401	0.4233455889
402	0.4233412243
403	0.423295174
404	0.4232265404
405	0.4231823354
406	0.4231691425
407	0.4231416971
408	0.4230641218
409	0.4230256884
410	0.4229860203
411	0.4229170333
412	0.4229104621
413	0.4229042857
414	0.4228716664
415	0.4228289632
416	0.4227843719
417	0.4227190372
418	0.4226762993
419	0.4226125059
420	0.4225827645
421	0.4225670505
422	0.4225407991
423	0.4225032907
424	0.4224976179
425	0.4224823775
426	0.4224426899
427	0.4224032058
428	0.4223552859
429	0.422300077
430	0.4222945555
431	0.4222489248
432	0.4222137347
433	0.4221731666
434	0.4221327703
435	0.4221284791
436	0.4220951196
437	0.4220560682
438	0.4220204436
439	0.422015148
440	0.4219614191
441	0.4219250578
442	0.4219105852
443	0.4218417207
444	0.4218362489
445	0.4218212879
446	0.4218037664
447	0.4217977728
448	0.4217584485
449	0.4217087216
450	0.4216570085
451	0.4216457992
452	0.421628143
453	0.4216219533
454	0.4215745995
455	0.4215406724
456	0.4214770387
457	0.4214068175
458	0.4213446272
459	0.4213009935
460	0.4212470053
461	0.421205259
462	0.4211997432
463	0.4211608357
464	0.4211226723
465	0.4210893525
466	0.4210847254
467	0.4210484933
468	0.4210119962
469	0.4209561033
470	0.4208683391
471	0.4208541237
472	0.4208238158
473	0.4207656194
474	0.4207146891
475	0.420686121
476	0.4206535572
477	0.4206311062
478	0.4205659395
479	0.4205321427
480	0.4204782524
481	0.4204302789
482	0.4203769757
483	0.4203151881
484	0.4202629135
485	0.4202412928
486	0.4202010237
487	0.420171643
488	0.4201669008
489	0.4200627369
490	0.4200224886
491	0.4199716714
492	0.4199274798
493	0.4198873079
494	0.4198389347
495	0.4198295914
496	0.4198065425
497	0.4197541585
498	0.4197358869
499	0.419728606
